No.,Time,Source,Destination,Protocol,Length,Info
98634,1.318073,0.2.254.143,1.44.145.229,TCP,1496,[TCP Retransmission] 80  >  4216 [ACK] Seq=2521 Ack=1 Win=24684 Len=1452
98655,1.318261,237.83.213.215,115.40.220.12,TCP,68,37399  >  80 [ACK] Seq=1 Ack=23375 Win=17520 Len=0[Packet size limited during capture]
98678,1.318562,225.36.60.70,241.201.118.232,TCP,44,1110  >  80 [ACK] Seq=295 Ack=4939 Win=23360 Len=0
98804,1.320367,239.187.83.178,71.59.53.88,TCP,977,"1755  >  11108 [PSH, ACK] Seq=45389 Ack=1 Win=16376 Len=933[Packet size limited during capture]"
98887,1.321592,239.186.251.61,115.41.172.114,TCP,1504,80  >  7954 [ACK] Seq=122641 Ack=1 Win=6432 Len=1460[Packet size limited during capture]
99160,1.325394,236.153.201.196,140.157.250.102,TCP,1504,80  >  2930 [ACK] Seq=35041 Ack=1 Win=8760 Len=1460
99323,1.327591,0.3.207.232,238.181.218.166,TCP,1504,80  >  64620 [ACK] Seq=2921 Ack=1 Win=17520 Len=1460[Packet size limited during capture]
99360,1.328051,3.3.186.232,3.212.68.36,TCP,1484,80  >  1208 [ACK] Seq=10081 Ack=260 Win=6432 Len=1440
99377,1.328396,239.186.26.211,151.41.136.161,TCP,1424,"80  >  1932 [PSH, ACK] Seq=9661 Ack=234 Win=31740 Len=1380[Packet size limited during capture]"
99506,1.329863,69.115.65.78,227.212.204.200,TCP,44,6112  >  1336 [ACK] Seq=25 Ack=25 Win=64101 Len=0
99512,1.329907,3.248.179.245,239.64.66.35,TCP,1424,"1755  >  44991 [PSH, ACK] Seq=2761 Ack=1 Win=15264 Len=1380[Packet size limited during capture]"
99548,1.330351,3.3.3.226,2.164.216.65,TCP,264,"80  >  1854 [PSH, ACK] Seq=43969 Ack=1 Win=17680 Len=208[Packet size limited during capture]"
99902,1.33445,236.128.149.190,162.139.205.253,TCP,44,3863  >  3128 [ACK] Seq=1 Ack=7301 Win=64240 Len=0
100003,1.33581,3.248.96.230,239.64.74.177,TCP,1504,80  >  27634 [ACK] Seq=110961 Ack=1 Win=65535 Len=1460[Packet size limited during capture]
100076,1.336842,227.247.107.221,252.219.252.1,TCP,1504,"80  >  59185 [PSH, ACK] Seq=149897 Ack=1 Win=24616 Len=1448[Packet size limited during capture]"
100240,1.338986,237.74.45.118,115.52.59.34,LTP,1504,"Session 1568/0, Green data[Packet size limited during capture]"
100414,1.3413,131.227.174.51,4.14.251.188,TCP,44,4661  >  1214 [ACK] Seq=1 Ack=13141 Win=17520 Len=0
100489,1.342186,237.225.185.27,115.48.10.73,TCP,1504,"[TCP Retransmission] 4662  >  2396 [PSH, ACK] Seq=4911 Ack=1 Win=16322 Len=1460[Packet size limited during capture]"
100679,1.344228,236.143.97.227,241.46.185.161,TCP,56,"18493  >  80 [FIN, ACK] Seq=340 Ack=142 Win=65535 Len=0[Packet size limited during capture]"
100684,1.344276,239.187.83.154,115.35.26.187,TCP,1504,"80  >  5238 [PSH, ACK] Seq=1 Ack=276 Win=32120 Len=1460[Packet size limited during capture]"
100757,1.345373,238.223.157.231,252.159.72.31,DNS,202,Standard query response 0x2c5a[Packet size limited during capture]
100801,1.345985,239.187.83.164,239.178.184.210,TCP,1504,"80  >  56676 [PSH, ACK] Seq=1658 Ack=375 Win=32120 Len=1460"
100904,1.347458,69.228.94.139,162.133.105.227,TCP,52,64575  >  3128 [SYN] Seq=0 Win=16384 Len=0 MSS=1414[Packet size limited during capture]
101004,1.348696,227.231.57.216,236.53.249.150,TCP,1504,80  >  1921 [ACK] Seq=1461 Ack=288 Win=6432 Len=1460
101128,1.350357,237.241.216.70,241.46.218.121,HTTP,501,Continuation[Packet size limited during capture]
101150,1.35065,239.186.26.211,151.41.136.161,TCP,1424,"80  >  1932 [PSH, ACK] Seq=13801 Ack=234 Win=31740 Len=1380[Packet size limited during capture]"
101235,1.35197,237.230.99.164,115.52.88.87,UDP,50,1911  >  1040 Len=18
101248,1.352143,3.3.237.205,227.127.28.244,TCP,580,80  >  1367 [ACK] Seq=4289 Ack=1 Win=6432 Len=536[Packet size limited during capture]
101285,1.352739,69.110.151.10,241.46.185.205,TCP,44,1103  >  443 [ACK] Seq=1 Ack=1073 Win=65340 Len=0
101298,1.352863,3.3.241.146,3.112.201.184,TCP,1284,"10708  >  33367 [PSH, ACK] Seq=5381 Ack=1 Win=9660 Len=1240[Packet size limited during capture]"
101493,1.356094,225.21.224.199,3.223.149.166,TCP,101,"3520  >  80 [PSH, ACK] Seq=1 Ack=1 Win=5656 Len=45[Packet size limited during capture]"
101688,1.358363,171.235.62.19,238.109.212.178,TCP,44,1986  >  80 [ACK] Seq=952 Ack=176 Win=9079 Len=0
101874,1.360831,3.3.241.150,1.45.52.226,TCP,1496,"10744  >  1936 [PSH, ACK] Seq=9905 Ack=1 Win=10164 Len=1452[Packet size limited during capture]"
101916,1.361369,3.118.33.133,241.92.25.80,SMTP,1504,C: tlVD
101955,1.362049,239.187.83.162,249.161.225.198,TCP,44,51331  >  80 [ACK] Seq=2353 Ack=22460 Win=30660 Len=0
101965,1.362156,3.3.241.159,2.164.229.71,TCP,1496,"10646  >  49728 [PSH, ACK] Seq=5441 Ack=1 Win=10080 Len=1440[Packet size limited during capture]"
102094,1.363727,237.83.213.214,241.46.218.115,TCP,132,"53158  >  80 [PSH, ACK] Seq=546 Ack=1 Win=17520 Len=76[Packet size limited during capture]"
102183,1.364751,236.218.225.5,162.131.189.129,TCP,44,1028  >  8080 [ACK] Seq=1 Ack=2049 Win=16384 Len=0
102346,1.367239,0.3.222.36,249.86.28.55,TCP,56,41136  >  43 [ACK] Seq=26 Ack=621 Win=7174 Len=0[Packet size limited during capture]
102495,1.368936,107.41.159.131,0.3.117.32,TCP,44,43232  >  80 [ACK] Seq=660 Ack=8761 Win=8760 Len=0
102540,1.369716,69.103.222.80,3.176.85.87,TCP,52,"6699  >  2001 [PSH, ACK] Seq=73 Ack=20181 Win=17520 Len=8"
102613,1.37075,157.193.226.36,238.14.134.222,TCP,580,80  >  4831 [ACK] Seq=1 Ack=1 Win=6432 Len=536[Packet size limited during capture]
102877,1.373775,236.227.97.191,115.32.58.34,IPv4,1504,"Fragmented IP protocol (proto=UDP 17, off=2960, ID=abda)"
103009,1.375118,227.209.187.135,243.225.95.189,TCP,44,80  >  1121 [ACK] Seq=2 Ack=2 Win=32119 Len=0
103219,1.377742,237.61.174.148,241.46.185.161,TCP,44,1030  >  80 [ACK] Seq=234 Ack=165 Win=65372 Len=0
103252,1.37808,225.27.146.252,115.40.220.241,TCP,1504,"80  >  44730 [PSH, ACK] Seq=2897 Ack=1 Win=10136 Len=1448[Packet size limited during capture]"
103410,1.380189,3.3.118.239,227.127.201.10,TCP,580,80  >  1093 [ACK] Seq=4825 Ack=1 Win=16320 Len=536[Packet size limited during capture]
103631,1.382955,237.83.213.218,241.46.218.115,TCP,68,15097  >  80 [ACK] Seq=602 Ack=1 Win=17520 Len=0[Packet size limited during capture]
103642,1.383026,3.3.120.122,239.66.108.246,TCP,1458,80  >  2010 [ACK] Seq=141401 Ack=1 Win=16146 Len=1414
103661,1.383304,3.3.241.54,248.58.111.136,TCP,1424,80  >  2240 [ACK] Seq=2737 Ack=540 Win=9576 Len=1368[Packet size limited during capture]
103664,1.383337,0.3.207.232,239.244.243.52,TCP,1504,80  >  42344 [ACK] Seq=22368 Ack=1468 Win=17520 Len=1460
103691,1.383558,237.23.176.59,0.3.117.181,TCP,44,63296  >  80 [ACK] Seq=1 Ack=13801 Win=8280 Len=0
103840,1.385201,227.209.160.160,249.228.211.253,TCP,44,80  >  27178 [ACK] Seq=1 Ack=460 Win=30660 Len=0
103869,1.385579,245.164.195.222,241.201.102.162,TCP,44,"47970  >  80 [FIN, ACK] Seq=435 Ack=4626 Win=17520 Len=0"
103964,1.386564,237.222.100.110,161.187.136.173,TCP,580,80  >  1860 [ACK] Seq=6969 Ack=1 Win=16331 Len=536
104202,1.389314,69.91.165.140,140.157.126.123,TCP,44,4662  >  2462 [ACK] Seq=1 Ack=11749 Win=17520 Len=0
104214,1.38952,3.3.207.246,2.164.202.110,TCP,1504,80  >  2590 [ACK] Seq=4381 Ack=347 Win=58400 Len=1460[Packet size limited during capture]
104236,1.389796,3.3.29.168,3.47.231.133,ESP,100,ESP (SPI=0x4164eb73)
104336,1.391247,239.186.251.61,227.121.54.39,TCP,83,"[TCP Previous segment not captured] 80  >  4323 [FIN, PSH, ACK] Seq=19297 Ack=1 Win=12864 Len=39[Packet size limited during capture]"
104358,1.391569,0.2.254.126,143.165.90.253,TCP,561,"80  >  26787 [PSH, ACK] Seq=1957 Ack=1 Win=24616 Len=505[Packet size limited during capture]"
104427,1.392428,239.187.83.164,239.178.184.210,TCP,1504,"80  >  56676 [PSH, ACK] Seq=8958 Ack=375 Win=32120 Len=1460"
104496,1.393238,3.3.241.148,227.127.104.162,TCP,1504,10714  >  1087 [ACK] Seq=8161 Ack=1 Win=8760 Len=1460[Packet size limited during capture]
104515,1.393462,3.3.241.148,227.127.104.162,TCP,1504,"10714  >  1087 [PSH, ACK] Seq=12541 Ack=1 Win=8760 Len=1460[Packet size limited during capture]"
104669,1.39598,239.186.44.73,241.181.245.226,TCP,648,"80  >  3175 [PSH, ACK] Seq=244 Ack=140 Win=16292 Len=604[Packet size limited during capture]"
104851,1.398509,227.247.180.178,239.64.216.4,TCP,188,"2189  >  11117 [PSH, ACK] Seq=5067 Ack=1 Win=7629 Len=144[Packet size limited during capture]"
104913,1.399446,227.231.10.195,247.220.148.196,TCP,1504,"80  >  3737 [PSH, ACK] Seq=23361 Ack=501 Win=32120 Len=1460[Packet size limited during capture]"
105016,1.400654,236.224.207.223,0.15.205.118,TCP,652,"80  >  1153 [PSH, ACK] Seq=2122 Ack=1166 Win=33580 Len=608[Packet size limited during capture]"
105046,1.401138,0.2.71.73,252.136.29.236,TCP,44,63684  >  25 [ACK] Seq=1 Ack=1 Win=24820 Len=0
105096,1.401788,0.157.132.109,238.109.212.229,TCP,56,25  >  4398 [ACK] Seq=239 Ack=9045 Win=64976 Len=0[Packet size limited during capture]
105157,1.402628,241.254.76.117,238.109.212.177,TCP,44,4680  >  443 [ACK] Seq=1 Ack=1 Win=8280 Len=0
105165,1.402761,0.39.140.181,0.3.117.183,TCP,44,3193  >  80 [ACK] Seq=336 Ack=238 Win=32531 Len=0
105416,1.406594,225.113.3.101,241.46.218.114,TCP,56,"28726  >  80 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0[Packet size limited during capture]"
105448,1.406966,3.3.241.151,2.166.238.117,TCP,1496,10578  >  49158 [ACK] Seq=12860 Ack=1 Win=10080 Len=1440[Packet size limited during capture]
105631,1.409354,3.3.241.148,227.127.104.162,TCP,1504,[TCP Retransmission] 10714  >  1075 [ACK] Seq=9921 Ack=1 Win=8760 Len=1460[Packet size limited during capture]
105759,1.411152,241.46.72.153,162.131.209.252,TCP,1504,"80  >  11960 [PSH, ACK] Seq=35041 Ack=1 Win=32120 Len=1460"
106079,1.415636,69.252.79.179,0.3.117.181,TCP,44,4151  >  80 [ACK] Seq=1 Ack=49641 Win=17520 Len=0
106226,1.417633,0.3.222.36,249.86.28.55,TCP,56,"41141  >  43 [FIN, ACK] Seq=19 Ack=652 Win=7248 Len=0[Packet size limited during capture]"
106264,1.418298,3.248.26.78,227.127.191.152,TCP,198,"80  >  1414 [PSH, ACK] Seq=1 Ack=449 Win=65535 Len=154[Packet size limited during capture]"
106599,1.422801,3.202.88.166,227.46.140.15,TCP,1220,"1053  >  49540 [PSH, ACK] Seq=107957 Ack=1 Win=8760 Len=1176[Packet size limited during capture]"
106676,1.423955,227.247.98.231,2.166.241.122,TCP,44,"[TCP Previous segment not captured] 80  >  1211 [FIN, ACK] Seq=681 Ack=514 Win=65535 Len=0"
106695,1.424139,0.3.198.197,227.9.163.15,TCP,44,43433  >  80 [ACK] Seq=1 Ack=3978 Win=24820 Len=0
106782,1.425226,237.244.225.253,242.5.47.34,TCP,44,1247  >  6699 [ACK] Seq=2564 Ack=1163 Win=62932 Len=0
106862,1.426373,242.69.21.73,0.3.117.46,TCP,44,1285  >  80 [ACK] Seq=1 Ack=6433 Win=9112 Len=0
107114,1.429697,0.2.255.206,115.49.254.147,TCP,1504,[TCP Retransmission] 80  >  4501 [ACK] Seq=1976 Ack=1 Win=24820 Len=1460
107241,1.431743,237.255.7.10,239.178.223.118,TCP,330,"6699  >  1324 [PSH, ACK] Seq=1719 Ack=1260 Win=16262 Len=286[Packet size limited during capture]"
107321,1.432592,227.247.40.175,227.223.155.87,TCP,1444,20  >  13690 [ACK] Seq=203345 Ack=1 Win=5840 Len=1388[Packet size limited during capture]
107476,1.434533,227.38.15.71,140.134.64.4,SMTP,580,C: ralm
107486,1.434739,71.198.214.192,162.131.209.252,TCP,517,"80  >  60714 [PSH, ACK] Seq=2839 Ack=1 Win=16876 Len=473[Packet size limited during capture]"
107530,1.435226,239.187.118.128,115.135.51.182,TCP,1504,80  >  24738 [ACK] Seq=99281 Ack=1 Win=6432 Len=1460[Packet size limited during capture]
107710,1.437817,239.186.229.55,71.199.147.214,TCP,569,"[TCP Retransmission] 80  >  3800 [PSH, ACK] Seq=1 Ack=611 Win=33232 Len=525[Packet size limited during capture]"
107757,1.438509,227.155.222.158,238.117.25.244,TCP,106,"7000  >  11584 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=62[Packet size limited during capture]"
107762,1.438572,0.121.195.123,2.167.241.29,TCP,1500,"[TCP Retransmission] 1755  >  1160 [PSH, ACK] Seq=3906 Ack=1 Win=62920 Len=1456[Packet size limited during capture]"
107891,1.440736,4.81.152.62,227.250.90.247,TCP,56,3540  >  80 [ACK] Seq=356 Ack=216 Win=64026 Len=0[Packet size limited during capture]
108092,1.443531,237.105.11.112,0.3.117.180,TCP,44,4486  >  80 [ACK] Seq=1 Ack=42421 Win=16968 Len=0
108113,1.443777,3.3.241.136,252.224.52.109,TCP,64,"10646  >  1469 [PSH, ACK] Seq=7942 Ack=1 Win=9660 Len=20[Packet size limited during capture]"
108150,1.444229,0.63.107.4,1.46.193.3,TCP,1404,80  >  28985 [ACK] Seq=43521 Ack=1 Win=17680 Len=1360
108255,1.445551,4.80.145.188,143.69.37.251,TCP,44,4480  >  3879 [ACK] Seq=21 Ack=19945 Win=5360 Len=0
108618,1.450159,245.227.167.85,3.142.97.44,TCP,56,5643  >  80 [ACK] Seq=1 Ack=1 Win=33304 Len=0[Packet size limited during capture]
108653,1.450512,227.231.62.162,240.207.34.8,TCP,106,"119  >  1501 [PSH, ACK] Seq=558 Ack=3255 Win=23168 Len=50[Packet size limited during capture]"
108766,1.452123,227.231.55.55,143.69.159.6,TCP,44,"110  >  2546 [FIN, ACK] Seq=159 Ack=63 Win=17458 Len=0"
108870,1.45365,245.3.221.200,3.47.236.250,TCP,68,47349  >  80 [SYN] Seq=0 Win=20480 Len=0 MSS=1460[Packet size limited during capture]
109056,1.456583,107.41.159.131,0.3.117.32,TCP,44,43232  >  80 [ACK] Seq=660 Ack=14601 Win=8760 Len=0
109140,1.457942,3.3.241.150,227.70.174.19,TCP,1504,10744  >  25749 [ACK] Seq=2921 Ack=1 Win=8760 Len=1460[Packet size limited during capture]
109153,1.458029,69.91.220.19,162.131.225.166,TCP,44,80  >  34375 [ACK] Seq=3517 Ack=2 Win=16525 Len=0
109197,1.458558,236.227.183.228,0.249.68.197,TCP,44,29707  >  80 [ACK] Seq=1 Ack=2897 Win=17520 Len=0
109239,1.459146,0.63.70.56,238.40.15.246,TCP,56,25  >  2118 [ACK] Seq=356 Ack=5890 Win=31856 Len=0[Packet size limited during capture]
109544,1.463009,237.44.40.74,241.46.185.161,HTTP,280,Continuation[Packet size limited during capture]
109565,1.463404,236.153.79.205,162.131.175.224,TCP,1504,80  >  1703 [ACK] Seq=30661 Ack=1 Win=8760 Len=1460
109619,1.464078,227.247.180.177,2.164.218.86,TCP,620,"2189  >  1059 [PSH, ACK] Seq=1687 Ack=1 Win=7863 Len=576[Packet size limited during capture]"
109646,1.46446,227.247.183.245,238.15.219.14,TCP,63,"7009  >  50758 [PSH, ACK] Seq=17 Ack=80 Win=32696 Len=19"
110034,1.469624,237.176.150.234,241.46.188.127,HTTP,723,Continuation[Packet size limited during capture]
110053,1.469955,0.63.68.26,3.131.190.236,TCP,56,80  >  12420 [ACK] Seq=353 Ack=105 Win=25920 Len=0[Packet size limited during capture]
110208,1.471927,0.121.193.213,239.152.3.243,TCP,1504,80  >  1136 [ACK] Seq=141621 Ack=1 Win=6432 Len=1460[Packet size limited during capture]
110279,1.472788,0.2.74.221,240.39.220.84,TCP,1424,80  >  1835 [ACK] Seq=7237 Ack=1 Win=32832 Len=1368[Packet size limited during capture]
110339,1.473553,239.187.83.162,249.161.225.198,TCP,44,[TCP Dup ACK 110324#1] 51379  >  80 [ACK] Seq=1600 Ack=22532 Win=29200 Len=0
110448,1.474737,69.59.140.133,238.86.212.234,TCP,44,2315  >  80 [ACK] Seq=1 Ack=9899 Win=16968 Len=0
110733,1.478616,1.174.191.100,140.131.228.224,TCP,1504,"[TCP Retransmission] 80  >  3362 [PSH, ACK] Seq=14601 Ack=1 Win=32120 Len=1460"
110770,1.47911,225.202.44.192,241.46.188.127,TCP,44,"2972  >  80 [FIN, ACK] Seq=530 Ack=515 Win=65022 Len=0"
110784,1.479339,227.247.102.202,236.118.195.92,TCP,717,"443  >  1532 [PSH, ACK] Seq=910 Ack=1413 Win=8120 Len=661[Packet size limited during capture]"
111009,1.481932,239.186.237.176,107.18.226.19,TCP,1014,"80  >  57217 [PSH, ACK] Seq=5758 Ack=1 Win=32120 Len=958[Packet size limited during capture]"
111071,1.482937,71.209.135.42,162.131.199.254,TCP,1504,"80  >  18566 [PSH, ACK] Seq=142657 Ack=1 Win=31856 Len=1448[Packet size limited during capture]"
111165,1.484235,238.255.77.155,252.10.163.228,TCP,1504,80  >  39163 [ACK] Seq=16611 Ack=729 Win=17520 Len=1460
111190,1.484536,3.3.2.140,241.148.98.253,FTP-DATA,1504,FTP Data: 1460 bytes
111198,1.484599,3.3.121.74,238.14.216.220,TCP,1504,80  >  3678 [ACK] Seq=14481 Ack=1 Win=57920 Len=1448[Packet size limited during capture]
111251,1.485246,225.206.160.120,241.46.188.127,TCP,52,1305  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460[Packet size limited during capture]
111330,1.486205,69.242.48.240,3.193.112.215,TCP,44,4265  >  1214 [ACK] Seq=1 Ack=14601 Win=17520 Len=0
111443,1.487543,241.254.76.117,238.109.212.177,SSL,111,[Packet size limited during capture]
111651,1.490481,236.227.183.234,241.46.188.127,TCP,56,27188  >  80 [ACK] Seq=601 Ack=515 Win=17007 Len=0[Packet size limited during capture]
112104,1.497101,237.44.71.168,115.46.87.250,TCP,44,1058  >  1214 [ACK] Seq=1 Ack=1 Win=16968 Len=0
112111,1.497139,245.227.54.99,248.196.81.39,UDP,261,28071  >  28070 Len=229
112168,1.497914,237.245.123.64,115.49.63.6,UDP,129,51370  >  64162 Len=97
112172,1.497962,0.2.255.90,239.66.126.224,TCP,1504,80  >  3854 [ACK] Seq=2641 Ack=1 Win=24820 Len=1460
112264,1.499037,227.231.15.0,245.247.65.160,TCP,580,80  >  1225 [ACK] Seq=6433 Ack=1 Win=8576 Len=536
112502,1.502716,159.154.216.15,143.182.8.167,TCP,59,"5002  >  1938 [PSH, ACK] Seq=440 Ack=1 Win=8760 Len=15[Packet size limited during capture]"
112513,1.502966,69.253.62.59,0.3.117.181,TCP,44,3824  >  80 [ACK] Seq=1 Ack=29201 Win=8760 Len=0
112655,1.504979,171.190.70.199,0.3.117.73,TCP,52,1059  >  80 [SYN] Seq=0 Win=8160 Len=0 MSS=1360[Packet size limited during capture]
112786,1.506674,238.255.74.6,4.15.15.212,TCP,1496,[TCP Previous segment not captured] 80  >  57545 [ACK] Seq=11617 Ack=1 Win=58080 Len=1452
113062,1.510584,244.224.37.148,227.186.34.93,TCP,1504,6699  >  54297 [ACK] Seq=9653 Ack=1 Win=8613 Len=1460[Packet size limited during capture]
113068,1.510662,3.74.192.208,3.176.132.110,TCP,44,1734  >  5535 [ACK] Seq=1 Ack=1 Win=1897 Len=0
113109,1.511214,3.206.198.178,238.109.212.178,TCP,44,1208  >  80 [ACK] Seq=2919 Ack=4225 Win=7946 Len=0
113213,1.512466,225.203.240.148,115.41.163.38,TCP,299,"1091  >  6699 [PSH, ACK] Seq=2536 Ack=1429 Win=7332 Len=255[Packet size limited during capture]"
113251,1.512909,237.243.41.93,115.40.220.12,TCP,56,1490  >  80 [ACK] Seq=1 Ack=4381 Win=8760 Len=0[Packet size limited during capture]
113312,1.513519,225.25.28.183,241.46.218.114,TCP,52,1987  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460[Packet size limited during capture]
113316,1.513627,240.164.229.253,238.109.212.244,ICMP,60,Destination unreachable (Host unreachable)[Packet size limited during capture]
113327,1.513757,69.110.220.187,241.46.237.64,TCP,56,28437  >  80 [ACK] Seq=1 Ack=5841 Win=33304 Len=0[Packet size limited during capture]
113331,1.513828,245.239.111.161,236.33.145.92,TCP,238,"45772  >  80 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=182[Packet size limited during capture]"
113342,1.514058,244.115.203.198,238.180.112.35,DNS,324,Standard query response 0x18a2[Packet size limited during capture]
113373,1.514382,0.3.169.108,3.139.111.206,TCP,385,"80  >  1675 [PSH, ACK] Seq=1 Ack=857 Win=16664 Len=341[Packet size limited during capture]"
113388,1.514595,0.3.222.36,249.86.28.55,TCP,81,"41151  >  43 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=25[Packet size limited during capture]"
113426,1.515103,227.247.40.175,227.223.155.87,TCP,1444,20  >  13690 [ACK] Seq=211673 Ack=1 Win=5840 Len=1388[Packet size limited during capture]
113552,1.516545,3.3.240.96,239.66.140.207,TCP,556,14520  >  21041 [ACK] Seq=4572 Ack=1 Win=9216 Len=512[Packet size limited during capture]
113780,1.519281,3.3.5.152,1.47.177.34,TCP,1424,[TCP Retransmission] 1755  >  37602 [ACK] Seq=4717 Ack=1 Win=16512 Len=1380[Packet size limited during capture]
113801,1.519634,0.3.170.83,241.37.143.229,NNTP,309,[TCP Previous segment not captured] Response: tion
113866,1.520465,4.82.72.91,242.5.55.61,MANOLITO,63,2390  >  41170 Len=31[Packet size limited during capture]
113902,1.520954,238.255.64.64,238.231.247.197,TCP,1404,80  >  1453 [ACK] Seq=6801 Ack=1 Win=65535 Len=1360[Packet size limited during capture]
113984,1.52201,245.227.227.229,238.86.212.234,TCP,56,16900  >  80 [ACK] Seq=1 Ack=20273 Win=31856 Len=0[Packet size limited during capture]
114136,1.524556,225.19.111.196,238.181.209.222,TCP,68,2448  >  80 [ACK] Seq=1 Ack=47001 Win=46720 Len=0[Packet size limited during capture]
114159,1.524897,227.209.163.66,238.232.26.246,TCP,64,"80  >  2891 [SYN, ACK] Seq=0 Ack=1 Win=32120 Len=0 MSS=1460[Packet size limited during capture]"
114472,1.529223,71.209.135.43,162.131.199.254,TCP,1504,80  >  18175 [ACK] Seq=92673 Ack=1 Win=32120 Len=1448[Packet size limited during capture]
114536,1.530115,0.3.198.213,227.125.219.251,TCP,1504,[TCP Retransmission] 80  >  4674 [ACK] Seq=3335 Ack=1 Win=17163 Len=1460[Packet size limited during capture]
114583,1.530678,3.196.40.131,162.137.10.39,TCP,1504,80  >  1449 [ACK] Seq=1 Ack=1 Win=33304 Len=1448[Packet size limited during capture]
114586,1.530714,3.3.207.90,241.148.79.124,TCP,56,4344  >  80 [ACK] Seq=1 Ack=43281 Win=23972 Len=0[Packet size limited during capture]
114642,1.531566,69.110.148.173,0.3.117.181,TCP,56,1274  >  80 [ACK] Seq=1 Ack=17377 Win=33304 Len=0[Packet size limited during capture]
114774,1.533571,3.118.34.50,241.92.25.90,TCP,44,64761  >  110 [ACK] Seq=1 Ack=117937 Win=17520 Len=0
114914,1.535553,3.3.241.136,1.47.149.102,TCP,1424,"10432  >  62295 [PSH, ACK] Seq=1621 Ack=1 Win=9660 Len=1380[Packet size limited during capture]"
115124,1.53845,3.3.241.137,241.244.5.172,TCP,1504,10566  >  53200 [ACK] Seq=7001 Ack=1 Win=8760 Len=1460[Packet size limited during capture]
115139,1.538676,243.183.175.251,0.3.118.237,TCP,1504,"80  >  26334 [PSH, ACK] Seq=1659 Ack=227 Win=32120 Len=1448[Packet size limited during capture]"
115333,1.54157,3.248.96.161,2.166.249.204,TCP,44,[TCP Dup ACK 82121#1] 4498  >  6346 [ACK] Seq=47 Ack=179 Win=17102 Len=0
115346,1.541678,157.193.226.8,2.164.45.0,TCP,1404,80  >  2229 [ACK] Seq=2721 Ack=354 Win=6432 Len=1360[Packet size limited during capture]
115359,1.541854,238.201.75.43,249.146.35.230,ICMP,88,"Echo (ping) request  id=0x2b40, seq=0/0, ttl=59 (no response found!)"
115390,1.542303,69.242.28.241,162.133.105.227,TCP,44,2595  >  3128 [ACK] Seq=1 Ack=1 Win=16800 Len=0
